Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,
345698,Medical treatment,2021,March,Friday,6,Rear-end,Multi-Vehicle,152.885397,-27.67109406,Centenary Hwy,,Centenary Motorway (Yamanto - Ellen Grove),Spring Mountain,Ipswich City,4124,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Jordan,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
345699,Medical treatment,2021,March,Friday,17,Rear-end,Multi-Vehicle,152.857553,-27.62218243,Collingwood Dr,,,Collingwood Park,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,2,0,0,0,0,0,0
345990,Medical treatment,2021,January,Friday,19,Hit object,Single Vehicle,153.126344,-27.51382546,Greendale Way,Mt Petrie Rd,,Belmont,Brisbane City,4153,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,Locally-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,0,1,0,1,1,0,0,0,0,0,0
345991,Hospitalisation,2021,January,Sunday,13,Angle,Multi-Vehicle,153.236271,-27.61418347,Double Jump Rd,Mt Cotton Rd,Mount Cotton Road,Mount Cotton,Redland City,4165,Redland Bay,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,S,0,1,0,0,1,2,0,0,0,0,0,0
345992,Hospitalisation,2021,January,Friday,18,Rear-end,Multi-Vehicle,153.128725,-27.50430746,Mt Petrie Rd,Old Cleveland Rd,Cleveland Sub-Arterial Road,Belmont,Brisbane City,4153,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,E,0,1,0,0,1,2,0,0,0,0,0,0
345993,Hospitalisation,2021,January,Saturday,11,Sideswipe,Multi-Vehicle,153.189394,-27.52746046,Mt Cotton Rd,Pittwin Rd S,,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,S,0,1,0,0,1,1,0,0,0,1,0,0
345994,Hospitalisation,2021,January,Monday,2,Hit object,Single Vehicle,153.2375061,-27.61342045,Double Jump Rd,,,Mount Cotton,Redland City,4165,Redland Bay,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Clear,Darkness - Not lighted,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
345995,Hospitalisation,2021,January,Monday,3,Hit object,Single Vehicle,153.168873,-27.51010946,Old Cleveland Rd,,Cleveland Sub-Arterial Road,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,W,0,1,0,0,1,1,0,0,0,0,0,0
345996,Medical treatment,2021,January,Wednesday,15,Rear-end,Multi-Vehicle,153.205495,-27.53502046,Neumann Rd,Redland Bay Rd,Capalaba - Victoria Point Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
345997,Hospitalisation,2021,January,Saturday,22,Hit parked vehicle,Single Vehicle,153.222591,-27.54362547,Wimborne Rd,,,Alexandra Hills,Redland City,4161,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Alexandra Hills,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,W,0,1,0,0,1,4,0,0,0,0,0,0
345998,Medical treatment,2021,January,Sunday,13,Rear-end,Multi-Vehicle,153.208022,-27.50968546,Bailey Rd,,,Birkdale,Redland City,4159,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Birkdale,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,0,1,0,1,1,0,0,0,1,0,0
345999,Hospitalisation,2021,January,Monday,15,Angle,Multi-Vehicle,153.193423,-27.53881246,Churchill St,Moorshead St,,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,N,0,1,0,0,1,1,1,0,0,0,0,0
346000,Medical treatment,2021,January,Tuesday,11,Head-on,Multi-Vehicle,153.1638735,-27.52485406,Mt Gravatt - Capalaba Rd,,,Burbank,Brisbane City,4156,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,W,0,0,2,0,2,2,0,0,0,0,0,0
346001,Hospitalisation,2021,January,Tuesday,14,Hit parked vehicle,Single Vehicle,153.2004835,-27.51706805,Brewer St,,,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Crest,200,Veh'S Opposite Approach: Other,Other,N,0,1,0,0,1,2,0,0,0,0,0,0
346002,Fatal,2021,January,Tuesday,17,Angle,Multi-Vehicle,153.2258,-27.52345747,Allenby Rd,Finucane Rd,Capalaba - Cleveland Road,Alexandra Hills,Redland City,4161,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Alexandra Hills,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,3,0,1,0,4,2,0,0,0,0,3,1
346003,Medical treatment,2021,February,Wednesday,10,Rear-end,Multi-Vehicle,153.212599,-27.49634546,Birkdale Rd,,Birkdale Road,Birkdale,Redland City,4159,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Birkdale,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,3,0,0,0,0,0,0
346004,Medical treatment,2021,February,Thursday,13,Angle,Multi-Vehicle,153.238882,-27.49849047,Main Rd,Marlborough Rd,,Wellington Point,Redland City,4160,Cleveland,South Brisbane,Brisbane,SEQ South,Metropolitan,Wellington Point,Capalaba,Brisbane - East,Major Cities,Oodgeroo,Bowman,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,0,1,0,1,2,0,0,0,0,0,0
346005,Medical treatment,2021,February,Friday,14,Hit object,Single Vehicle,153.143751,-27.50885146,Old Cleveland Rd,,Cleveland Sub-Arterial Road,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,0,1,0,1,1,0,0,0,0,0,0
346006,Hospitalisation,2021,February,Sunday,3,Hit object,Single Vehicle,153.207298,-27.49744046,Byng Rd,Marcos St,,Birkdale,Redland City,4159,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Birkdale,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,W,0,1,0,0,1,1,0,0,0,0,0,0
346007,Hospitalisation,2021,February,Monday,7,Angle,Multi-Vehicle,153.163431,-27.50395846,Archer St,London Rd,,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,Locally-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,2,0,0,2,2,0,1,0,0,0,0
346008,Hospitalisation,2021,February,Monday,7,Angle,Multi-Vehicle,153.189536,-27.52515446,Moreton Bay Rd,Mt Cotton Rd,Brisbane - Redland Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,E,0,1,0,1,2,2,0,0,0,0,0,0
346009,Medical treatment,2021,February,Tuesday,6,Rear-end,Multi-Vehicle,153.2286998,-27.55030128,Redland Bay Rd,,Capalaba - Victoria Point Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,W,0,0,1,0,1,1,0,0,0,0,0,1
346010,Hospitalisation,2021,February,Tuesday,8,Rear-end,Multi-Vehicle,153.1384914,-27.50703008,Old Cleveland Rd,,Cleveland Sub-Arterial Road,Belmont,Brisbane City,4153,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,W,0,1,1,0,2,7,0,0,0,0,0,0
346011,Minor injury,2021,February,Tuesday,17,Rear-end,Multi-Vehicle,153.195828,-27.52080546,Old Cleveland Rd,,Capalaba - Cleveland Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,W,0,0,0,1,1,2,0,0,0,0,0,0
346012,Minor injury,2021,February,Thursday,9,Rear-end,Multi-Vehicle,153.197863,-27.53114746,Redland Bay Rd,,Capalaba - Victoria Point Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,0,1,1,3,0,0,0,0,0,0
346013,Hospitalisation,2021,February,Friday,20,Hit object,Single Vehicle,153.127259,-27.50365146,Holbrook St,Old Cleveland Rd,Cleveland Sub-Arterial Road,Belmont,Brisbane City,4153,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,E,0,1,0,0,1,0,1,0,0,0,0,0
346014,Hospitalisation,2021,February,Friday,23,Hit object,Single Vehicle,153.218694,-27.56792447,Duncan Rd,,Redland Bay Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,1,0,0,1,1,0,0,0,0,0,0
346015,Minor injury,2021,February,Sunday,8,Hit object,Single Vehicle,153.236389,-27.51969747,Mcdonald Rd,Mcmillan Rd,,Alexandra Hills,Redland City,4161,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Alexandra Hills,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,,0,0,0,1,1,1,0,0,0,0,0,0
346016,Hospitalisation,2021,February,Sunday,8,Angle,Multi-Vehicle,153.194077,-27.52064746,Old Cleveland Rd,Raymond St,Capalaba - Cleveland Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,0,2,0,1,3,2,0,0,0,0,0,0
346017,Hospitalisation,2021,February,Wednesday,11,Hit pedestrian,Hit pedestrian,153.1896341,-27.52361838,Mt Cotton Rd,,,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,S,0,1,0,0,1,1,0,0,0,0,1,0
346018,Medical treatment,2021,February,Wednesday,15,Rear-end,Multi-Vehicle,153.124652,-27.50596446,Gateway Art Rd Ramp Xl,,Gateway Motorway (Eight Mile Plains - Nudgee),Belmont,Brisbane City,4153,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major Cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,3,0,0,0,0,0,0
346019,Minor injury,2021,February,Wednesday,7,Rear-end,Multi-Vehicle,153.179478,-27.51361346,New Cleveland Rd,Old Cleveland Rd,Cleveland Sub-Arterial Road,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,S,0,0,0,1,1,2,0,0,0,0,0,0
346020,Fatal,2021,February,Thursday,9,Angle,Multi-Vehicle,153.149439,-27.50971346,Old Cleveland Rd,Tilley Rd,Cleveland Sub-Arterial Road,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Intersection - Cross,Flashing amber lights,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,1,0,0,0,1,1,1,0,0,0,0,0
346021,Hospitalisation,2021,February,Thursday,12,Hit object,Single Vehicle,153.228505,-27.54997747,Redland Bay Rd,Sevenoaks St,Capalaba - Victoria Point Road,Alexandra Hills,Redland City,4161,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Alexandra Hills,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,E,0,3,0,0,3,2,0,0,0,0,0,0
346022,Minor injury,2021,February,Monday,19,Hit object,Single Vehicle,153.202745,-27.56343046,Mt Cotton Rd,,Redland Bay Road,Sheldon,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,0,0,1,1,1,0,0,0,0,0,0
346023,Minor injury,2021,February,Monday,19,Hit parked vehicle,Single Vehicle,153.213453,-27.52159046,Finucane Rd,,Capalaba - Cleveland Road,Alexandra Hills,Redland City,4161,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Alexandra Hills,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,0,0,1,1,1,0,1,0,0,0,0
346024,Hospitalisation,2021,February,Thursday,14,Hit object,Single Vehicle,153.221163,-27.58129947,Mt Cotton Rd,,Mount Cotton Road,Sheldon,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
346025,Hospitalisation,2021,March,Saturday,0,Hit parked vehicle,Single Vehicle,153.217674,-27.51371046,Tamarix St,,,Alexandra Hills,Redland City,4161,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Alexandra Hills,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,E,0,1,0,0,1,2,0,0,0,0,0,0
346026,Fatal,2021,March,Saturday,1,Head-on,Multi-Vehicle,153.23586,-27.62974447,Mt Cotton Rd,,Mount Cotton Road,Mount Cotton,Redland City,4165,Redland Bay,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,201,Veh'S Opposite Approach: Head On,Head-on,S,1,0,1,0,2,1,1,0,0,0,0,0
346027,Hospitalisation,2021,March,Saturday,11,Rear-end,Multi-Vehicle,153.223236,-27.58434247,Mt Cotton Rd,West Mt Cotton Rd,Mount Cotton Road,Sheldon,Redland City,4157,Redland Bay,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,State-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,303,Veh'S Same Direction: Right Rear,Rear-end,N,0,1,0,0,1,2,0,0,0,0,0,0
346028,Hospitalisation,2021,March,Sunday,7,Fall from vehicle,Single Vehicle,153.199379,-27.56260546,Avalon Rd,Mt Cotton Rd,Redland Bay Road,Sheldon,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Sheldon - Mount Cotton,Cleveland - Stradbroke,Brisbane - East,Major Cities,Springwood,Bowman,State-controlled,Intersection - Roundabout,Give way sign,70 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,E,0,1,0,0,1,0,1,0,0,0,0,0
346029,Minor injury,2021,March,Monday,0,Hit object,Single Vehicle,153.175252,-27.51946046,Moreton Bay Rd,,Brisbane - Redland Road,Chandler,Brisbane City,4155,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,E,0,0,0,1,1,1,0,0,0,0,0,0
346030,Medical treatment,2021,March,Monday,15,Rear-end,Multi-Vehicle,153.189536,-27.52515446,Moreton Bay Rd,Mt Cotton Rd,Brisbane - Redland Road,Capalaba,Redland City,4157,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Capalaba,Capalaba,Brisbane - East,Major Cities,Capalaba,Bowman,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,2,0,0,0,0,0,0
